formula,Nb,Mo,Ta,W,C11,C12,C44,a,b,c,G,B,E,v,Pugh,Zener
Nb26Mo17Ta23W34,26,17,23,34,404.538,168.625,83.746,64.862,64.863,64.861,96.083,247.262,255.194,0.328,2.573,0.71
Nb25Mo30Ta16W29,25,30,16,29,425.854,174.142,89.746,64.615,64.617,64.612,102.786,258.046,272.214,0.324,2.511,0.713
Nb32Mo25Ta19W24,32,25,19,24,393.983,165.049,76.334,64.901,64.901,64.901,89.828,241.36,239.743,0.334,2.687,0.667
Nb35Mo20Ta31W14,35,20,31,14,348.34,153.172,61.664,65.345,65.343,65.342,74.171,218.228,199.87,0.347,2.942,0.632
Nb19Mo31Ta32W18,19,31,32,18,400.617,166.239,83.33,64.867,64.866,64.87,95.546,244.365,253.588,0.327,2.558,0.711
Nb28Mo22Ta20W30,28,22,20,30,404.893,168.273,82.058,64.827,64.824,64.821,95.04,247.146,252.724,0.33,2.6,0.694
Nb22Mo25Ta30W23,22,25,30,23,396.87,165.547,81.649,64.913,64.919,64.917,93.894,242.654,249.501,0.329,2.584,0.706
Nb26Mo32Ta30W12,26,32,30,12,383.323,162.03,74.403,64.998,64.998,64.998,87.261,235.794,233.036,0.335,2.702,0.672
Nb15Mo28Ta28W29,15,28,28,29,427.887,174.275,94.674,64.652,64.651,64.648,106.44,258.812,280.822,0.319,2.432,0.747
Nb32Mo10Ta35W23,32,10,35,23,348.11,155.818,65.582,65.398,65.399,65.396,76.472,219.915,205.586,0.344,2.876,0.682
Nb31Mo10Ta27W32,31,10,27,32,378.366,163.572,74.268,65.111,65.114,65.112,86.121,235.17,230.255,0.337,2.731,0.692
Nb17Mo34Ta15W34,17,34,15,34,455.961,183.233,103.988,64.358,64.362,64.36,115.919,274.143,304.797,0.315,2.365,0.763
Nb25Mo34Ta12W29,25,34,12,29,435.232,177.168,92.859,64.499,64.501,64.504,105.958,263.19,280.263,0.323,2.484,0.72
Nb22Mo18Ta32W28,22,18,32,28,391.283,164.937,80.954,64.987,64.988,64.99,92.599,240.386,246.186,0.329,2.596,0.715
Nb33Mo13Ta32W22,33,13,32,22,353.133,155.865,65.501,65.328,65.333,65.333,77.211,221.621,207.533,0.344,2.87,0.664
Nb28Mo28Ta21W23,28,28,21,23,401.448,166.842,80.07,64.833,64.833,64.834,93.339,245.044,248.468,0.331,2.625,0.683
Nb14Mo27Ta33W26,14,27,33,26,416.382,171.008,91.263,64.758,64.758,64.76,102.756,252.8,271.485,0.321,2.46,0.744
Nb24Mo20Ta32W24,24,20,32,24,383.839,162.663,77.452,65.04,65.047,65.044,89.353,236.388,238.063,0.332,2.646,0.7
Nb11Mo35Ta22W32,11,35,22,32,460.06,184.145,107.744,64.366,64.368,64.366,118.96,276.116,312.063,0.312,2.321,0.781
Nb14Mo29Ta29W28,14,29,29,28,428.298,174.381,95.293,64.647,64.646,64.648,106.906,259.02,281.931,0.319,2.423,0.751
Nb31Mo31Ta30W8,31,31,30,8,365.685,157.075,66.615,65.147,65.149,65.148,79.781,226.612,214.205,0.342,2.84,0.639
Nb21Mo34Ta14W31,21,34,14,31,444.078,179.632,97.833,64.446,64.443,64.442,110.391,267.781,291.163,0.319,2.426,0.74
Nb28Mo35Ta20W17,28,35,20,17,403.541,167.183,80.092,64.787,64.786,64.789,93.636,245.969,249.276,0.331,2.627,0.678
Nb12Mo32Ta31W25,12,32,31,25,429.668,174.648,96.211,64.637,64.632,64.638,107.708,259.655,283.873,0.318,2.411,0.755
Nb14Mo30Ta24W32,14,30,24,32,443.306,178.978,100.582,64.517,64.513,64.513,112.214,267.087,295.287,0.316,2.38,0.761
Nb10Mo28Ta35W27,10,28,35,27,425.335,173.508,95.839,64.696,64.692,64.691,106.916,257.45,281.745,0.318,2.408,0.761
Nb21Mo29Ta29W21,21,29,29,21,402.358,166.899,83.503,64.849,64.845,64.855,95.842,245.385,254.405,0.327,2.56,0.709
Nb21Mo15Ta34W30,21,15,34,30,388.756,164.961,81.161,65.02,65.024,65.023,92.317,239.559,245.425,0.329,2.595,0.725
Nb30Mo25Ta25W20,30,25,25,20,383.199,161.834,73.753,65.015,65.007,65.012,86.819,235.622,231.966,0.336,2.714,0.666
Nb29Mo11Ta35W25,29,11,35,25,358.648,158.124,69.486,65.304,65.3,65.305,80.504,224.966,215.774,0.34,2.794,0.693
Nb33Mo25Ta11W31,33,25,11,31,413.441,171.138,82.367,64.715,64.715,64.716,96.172,251.905,255.945,0.331,2.619,0.68
Nb7Mo27Ta32W34,7,27,32,34,447.592,180.238,105.085,64.526,64.526,64.528,115.719,269.356,303.67,0.312,2.328,0.786
Nb32Mo23Ta21W24,32,23,21,24,388.086,163.466,74.662,64.962,64.959,64.962,87.972,238.339,235.003,0.336,2.709,0.665
Nb27Mo32Ta23W18,27,32,23,18,398.615,165.78,79.191,64.853,64.849,64.85,92.443,243.392,246.165,0.331,2.633,0.68
Nb33Mo31Ta16W20,33,31,16,20,397.866,165.959,76.446,64.833,64.829,64.831,90.379,243.261,241.259,0.335,2.692,0.659
Nb18Mo19Ta32W31,18,19,32,31,405.718,168.632,87.083,64.867,64.868,64.866,98.546,247.661,261.017,0.324,2.513,0.735
Nb32Mo26Ta29W13,32,26,29,13,364.167,156.53,66.693,65.182,65.177,65.177,79.684,225.743,213.886,0.342,2.833,0.642
Nb14Mo32Ta26W28,14,32,26,28,437.279,177.031,98.135,64.562,64.559,64.56,109.884,263.78,289.458,0.317,2.401,0.754
Nb22Mo22Ta26W30,22,22,26,30,408.673,169.227,85.952,64.816,64.816,64.81,98.172,249.043,260.311,0.326,2.537,0.718
Nb26Mo22Ta23W29,26,22,23,29,403.323,167.787,82.464,64.848,64.851,64.845,95.143,246.299,252.869,0.329,2.589,0.7
Nb26Mo21Ta27W26,26,21,27,26,391.429,164.425,78.681,64.956,64.959,64.963,91.148,240.093,242.728,0.332,2.634,0.693
Nb26Mo22Ta33W19,26,22,33,19,373.477,159.795,72.985,65.126,65.128,65.124,85.053,231.022,227.27,0.336,2.716,0.683
Nb31Mo25Ta30W14,31,25,30,14,364.781,156.692,67.476,65.181,65.179,65.182,80.309,226.055,215.417,0.341,2.815,0.649
Nb27Mo16Ta25W32,27,16,25,32,394.718,166.082,80.236,64.946,64.95,64.946,92.484,242.294,246.136,0.331,2.62,0.702
Nb25Mo14Ta31W30,25,14,31,30,384.189,163.763,78.243,65.059,65.064,65.06,89.772,237.238,239.151,0.332,2.643,0.71
Nb24Mo19Ta22W35,24,19,22,35,414.277,171.094,87.401,64.771,64.774,64.769,99.777,252.155,264.451,0.325,2.527,0.719
Nb23Mo31Ta34W12,23,31,34,12,380.392,160.556,75.02,65.044,65.037,65.044,87.456,233.834,233.285,0.334,2.674,0.683
Nb32Mo33Ta12W23,32,33,12,23,411.935,170.325,81.457,64.694,64.689,64.691,95.428,250.862,254.068,0.331,2.629,0.674
Nb26Mo15Ta24W35,26,15,24,35,401.482,167.981,82.953,64.889,64.899,64.892,95.144,245.815,252.814,0.329,2.584,0.711
Nb17Mo25Ta25W33,17,25,25,33,429.929,175.044,94.988,64.641,64.633,64.636,106.866,260.005,281.966,0.319,2.433,0.745
Nb21Mo15Ta30W34,21,15,30,34,401.419,168.051,85.09,64.906,64.915,64.91,96.576,245.84,256.182,0.326,2.546,0.729
Nb25Mo22Ta28W25,25,22,28,25,392.252,164.685,79.353,64.956,64.956,64.954,91.703,240.541,244.089,0.331,2.623,0.697
Nb24Mo28Ta27W21,24,28,27,21,397.937,165.688,80.667,64.884,64.879,64.884,93.37,243.104,248.32,0.33,2.604,0.695
Nb34Mo22Ta17W27,34,22,17,27,392.904,164.977,75.495,64.916,64.91,64.909,89.081,240.953,237.922,0.335,2.705,0.662
Nb31Mo7Ta27W35,31,7,27,35,376.58,162.886,74.63,65.142,65.144,65.144,86.192,234.118,230.311,0.336,2.716,0.698
Nb33Mo30Ta17W20,33,30,17,20,395.524,165.185,75.642,64.861,64.859,64.86,89.566,241.964,239.186,0.335,2.702,0.657
Nb23Mo24Ta34W19,23,24,34,19,380.721,161.303,76.229,65.065,65.059,65.061,88.225,234.442,235.174,0.333,2.657,0.695
Nb31Mo25Ta13W31,31,25,13,31,414.564,171.216,83.673,64.714,64.714,64.713,97.246,252.332,258.526,0.329,2.595,0.688
Nb35Mo12Ta33W20,35,12,33,20,343.738,153.909,62.208,65.419,65.426,65.427,73.722,217.185,198.686,0.348,2.946,0.655
Nb6Mo33Ta27W34,6,33,27,34,466.851,186.214,112.374,64.355,64.358,64.356,122.826,279.76,321.436,0.309,2.278,0.801
Nb32Mo11Ta33W24,32,11,33,24,354.191,156.797,66.791,65.333,65.332,65.34,78.132,222.595,209.843,0.343,2.849,0.677
Nb13Mo29Ta35W23,13,29,35,23,413.718,170.003,90.482,64.779,64.778,64.779,101.951,251.241,269.412,0.321,2.464,0.743
Nb23Mo32Ta19W26,23,32,19,26,423.833,173.263,89.624,64.632,64.631,64.631,102.514,256.786,271.423,0.324,2.505,0.715
Nb25Mo13Ta33W29,25,13,33,29,378.339,162.442,76.68,65.118,65.117,65.123,87.958,234.408,234.539,0.333,2.665,0.71
Nb25Mo18Ta27W30,25,18,27,30,395.999,166.057,81.109,64.935,64.938,64.939,93.297,242.704,248.101,0.33,2.601,0.705
Nb33Mo29Ta16W22,33,29,16,22,398.099,166.111,76.718,64.838,64.838,64.836,90.582,243.441,241.761,0.334,2.688,0.661
Nb7Mo35Ta25W33,7,35,25,33,467.575,186.371,112.154,64.33,64.334,64.331,122.782,280.106,321.386,0.309,2.281,0.798
Nb21Mo32Ta23W24,21,32,23,24,419.588,171.844,88.902,64.682,64.678,64.683,101.555,254.425,268.888,0.324,2.505,0.718
Nb13Mo20Ta32W35,13,20,32,35,423.866,173.595,95.06,64.717,64.72,64.718,106.13,257.019,279.869,0.319,2.422,0.76
Nb18Mo31Ta23W28,18,31,23,28,430.781,175.104,94.302,64.6,64.598,64.599,106.537,260.33,281.245,0.32,2.444,0.738
Nb33Mo18Ta25W24,33,18,25,24,373.82,160.1,70.69,65.119,65.118,65.114,83.459,231.34,223.5,0.339,2.772,0.662
Nb17Mo31Ta17W35,17,31,17,35,451.828,181.828,102.584,64.417,64.418,64.417,114.517,271.828,301.248,0.315,2.374,0.76
Nb23Mo26Ta31W20,23,26,31,20,389.617,163.594,78.673,64.97,64.97,64.975,90.983,238.935,242.207,0.331,2.626,0.696
Nb25Mo32Ta19W24,25,32,19,24,416.786,171.174,86.283,64.689,64.685,64.686,99.412,253.045,263.704,0.326,2.545,0.703
Nb18Mo19Ta29W34,18,19,29,34,414.511,171.075,89.969,64.784,64.791,64.783,101.559,252.22,268.623,0.322,2.483,0.739
Nb24Mo20Ta28W28,24,20,28,28,395.993,165.97,81.255,64.929,64.936,64.93,93.41,242.644,248.361,0.329,2.598,0.706
Nb34Mo34Ta22W10,34,34,22,10,378.679,160.585,69.067,65.002,65.0,64.992,82.998,233.283,222.595,0.341,2.811,0.633
Nb24Mo29Ta12W35,24,29,12,35,440.368,178.799,95.582,64.487,64.486,64.486,108.388,265.989,286.28,0.321,2.454,0.731
Nb27Mo22Ta24W27,27,22,24,27,397.05,166.062,80.039,64.907,64.904,64.901,92.732,243.058,246.809,0.331,2.621,0.693
Nb35Mo26Ta22W17,35,26,22,17,374.069,159.277,68.464,65.071,65.064,65.067,82.056,230.874,220.094,0.341,2.814,0.637
Nb22Mo24Ta35W19,22,24,35,19,381.122,161.554,76.773,65.064,65.054,65.059,88.623,234.743,236.151,0.332,2.649,0.699
Nb25Mo13Ta27W35,25,13,27,35,396.646,166.949,82.253,64.952,64.953,64.95,94.039,243.515,249.943,0.329,2.59,0.716
Nb19Mo29Ta31W21,19,29,31,21,403.773,167.184,84.815,64.844,64.843,64.849,96.924,246.047,257.024,0.326,2.539,0.717
Nb15Mo18Ta32W35,15,18,32,35,416.848,171.823,92.149,64.779,64.781,64.78,103.292,253.498,272.821,0.321,2.454,0.752
Nb26Mo33Ta33W8,26,33,33,8,372.823,158.249,70.997,65.099,65.097,65.097,83.809,229.774,224.173,0.337,2.742,0.662
Nb25Mo21Ta30W24,25,21,30,24,387.703,164.115,77.799,64.991,65.002,65.002,89.985,238.645,239.813,0.333,2.652,0.696
Nb12Mo33Ta35W20,12,33,35,20,417.455,170.931,91.745,64.735,64.74,64.741,103.275,253.106,272.73,0.32,2.451,0.744
Nb35Mo26Ta24W15,35,26,24,15,368.189,157.549,66.579,65.122,65.118,65.132,80.071,227.763,215.015,0.343,2.845,0.632
Nb22Mo27Ta32W19,22,27,32,19,390.248,163.629,79.215,64.966,64.965,64.969,91.453,239.169,243.344,0.33,2.615,0.699
Nb19Mo25Ta32W24,19,25,32,24,401.202,166.789,84.336,64.888,64.884,64.879,96.238,244.927,255.279,0.326,2.545,0.72
Nb22Mo29Ta14W35,22,29,14,35,441.697,179.058,97.011,64.487,64.485,64.483,109.533,266.604,289.019,0.319,2.434,0.739
Nb33Mo32Ta9W26,33,32,9,26,416.726,172.106,82.749,64.643,64.641,64.648,96.809,253.646,257.649,0.331,2.62,0.677
Nb30Mo17Ta24W29,30,17,24,29,388.964,164.925,76.66,64.992,64.98,64.99,89.271,239.604,238.227,0.334,2.684,0.684
Nb35Mo33Ta9W23,35,33,9,23,410.513,170.212,79.546,64.689,64.695,64.695,93.884,250.313,250.352,0.333,2.666,0.662
Nb29Mo29Ta21W21,29,29,21,21,397.393,165.604,78.396,64.863,64.861,64.861,91.723,242.867,244.401,0.332,2.648,0.676
Nb22Mo28Ta19W31,22,28,19,31,428.108,174.653,92.017,64.62,64.613,64.612,104.62,259.138,276.633,0.322,2.477,0.726
Nb16Mo27Ta35W22,16,27,35,22,402.671,167.056,85.799,64.872,64.873,64.873,97.431,245.595,258.156,0.325,2.521,0.728
Nb31Mo30Ta9W30,31,30,9,30,424.428,174.407,86.747,64.597,64.596,64.596,100.451,257.747,266.706,0.328,2.566,0.694
Nb17Mo28Ta29W26,17,28,29,26,417.744,171.315,90.378,64.735,64.734,64.734,102.337,253.458,270.594,0.322,2.477,0.734
Nb17Mo26Ta35W22,17,26,35,22,398.927,166.291,84.329,64.906,64.907,64.907,95.938,243.836,254.444,0.326,2.542,0.725
Nb16Mo35Ta15W34,16,35,15,34,459.119,184.165,105.628,64.332,64.334,64.328,117.392,275.816,308.419,0.314,2.35,0.768
Nb34Mo34Ta25W7,34,34,25,7,368.637,156.985,65.988,65.098,65.095,65.098,79.805,227.536,214.353,0.343,2.851,0.624
Nb22Mo27Ta17W34,22,27,17,34,434.27,176.632,94.323,64.569,64.565,64.562,106.88,262.511,282.324,0.321,2.456,0.732
Nb29Mo26Ta34W11,29,26,34,11,359.648,155.717,66.733,65.235,65.229,65.237,79.131,223.694,212.353,0.342,2.827,0.654
Nb33Mo22Ta12W33,33,22,12,33,411.259,170.527,82.02,64.748,64.752,64.749,95.679,250.771,254.649,0.331,2.621,0.681
Nb20Mo35Ta15W30,20,35,15,30,444.537,179.691,98.327,64.44,64.443,64.436,110.791,267.973,292.115,0.318,2.419,0.743
Nb28Mo21Ta21W30,28,21,21,30,402.452,167.566,81.409,64.85,64.857,64.854,94.31,245.861,250.855,0.33,2.607,0.693
Nb34Mo28Ta30W8,34,28,30,8,353.731,153.444,62.263,65.266,65.256,65.262,75.389,220.207,203.001,0.346,2.921,0.622
Nb10Mo26Ta32W32,10,26,32,32,435.045,176.448,99.432,64.616,64.615,64.62,110.467,262.647,290.652,0.316,2.378,0.769
Nb31Mo29Ta19W21,31,29,19,21,396.403,165.436,77.129,64.864,64.863,64.863,90.708,242.425,241.947,0.334,2.673,0.668
Nb25Mo31Ta21W23,25,31,21,23,411.201,169.495,84.484,64.744,64.744,64.742,97.538,250.064,258.947,0.327,2.564,0.699
Nb25Mo22Ta33W20,25,22,33,20,376.977,160.721,74.489,65.097,65.098,65.094,86.51,232.806,230.926,0.335,2.691,0.689
Nb13Mo21Ta33W33,13,21,33,33,420.615,172.704,93.874,64.74,64.744,64.743,104.936,255.341,276.88,0.319,2.433,0.757
Nb18Mo28Ta28W26,18,28,28,26,418.479,172.279,89.899,64.723,64.721,64.714,101.975,254.345,269.86,0.323,2.494,0.73
Nb17Mo29Ta31W23,17,29,31,23,411.091,169.284,88.111,64.786,64.786,64.79,100.031,249.886,264.764,0.323,2.498,0.729
Nb35Mo28Ta30W7,35,28,30,7,350.394,152.569,60.787,65.293,65.287,65.289,73.953,218.51,199.367,0.348,2.955,0.615
Nb14Mo19Ta33W34,14,19,33,34,417.171,171.833,92.538,64.773,64.778,64.775,103.606,253.612,273.565,0.32,2.448,0.754
Nb33Mo35Ta17W15,33,35,17,15,394.878,164.897,75.092,64.844,64.848,64.847,89.122,241.557,238.086,0.336,2.71,0.653
Nb21Mo25Ta28W26,21,25,28,26,406.063,168.11,85.007,64.832,64.827,64.835,97.281,247.427,258.026,0.326,2.543,0.714
Nb10Mo33Ta33W24,10,33,33,24,431.592,175.116,97.518,64.627,64.629,64.625,108.83,260.608,286.595,0.317,2.395,0.76
Nb8Mo34Ta33W25,8,34,33,25,439.115,177.426,101.001,64.567,64.569,64.569,112.04,264.656,294.554,0.315,2.362,0.772
Nb21Mo35Ta21W23,21,35,21,23,425.236,173.549,90.79,64.619,64.621,64.62,103.493,257.444,273.79,0.323,2.488,0.721
Nb27Mo33Ta31W9,27,33,31,9,375.168,158.969,71.36,65.071,65.065,65.07,84.321,231.035,225.527,0.337,2.74,0.66
Nb30Mo32Ta32W6,30,32,32,6,361.599,155.311,65.873,65.194,65.184,65.192,78.893,224.074,211.818,0.342,2.84,0.639
Nb32Mo30Ta8W30,32,30,8,30,423.744,174.336,85.991,64.599,64.597,64.596,99.83,257.472,265.212,0.328,2.579,0.69
Nb17Mo30Ta21W32,17,30,21,32,440.6,178.201,98.44,64.522,64.523,64.52,110.454,265.667,291.028,0.317,2.405,0.75
Nb14Mo31Ta29W26,14,31,29,26,428.101,174.184,94.896,64.643,64.642,64.642,106.64,258.823,281.288,0.319,2.427,0.747
Nb16Mo26Ta35W23,16,26,35,23,402.599,167.3,85.93,64.875,64.877,64.877,97.467,245.733,258.257,0.325,2.521,0.73
Nb35Mo20Ta27W18,35,20,27,18,360.342,156.154,65.166,65.229,65.224,65.227,78.063,224.217,209.838,0.344,2.872,0.638
Nb26Mo29Ta30W15,26,29,30,15,381.484,160.998,74.475,65.025,65.025,65.026,87.182,234.493,232.707,0.335,2.69,0.676
Nb28Mo35Ta5W32,28,35,5,32,442.922,180.374,94.489,64.405,64.403,64.401,107.81,267.89,285.175,0.323,2.485,0.72
Nb12Mo35Ta33W20,12,35,33,20,423.472,172.683,93.746,64.682,64.682,64.682,105.339,256.279,277.937,0.319,2.433,0.748
Nb12Mo31Ta26W31,12,31,26,31,444.973,179.42,101.905,64.509,64.504,64.507,113.304,267.938,297.917,0.315,2.365,0.767
Nb30Mo14Ta33W23,30,14,33,23,360.656,157.79,68.959,65.267,65.27,65.266,80.518,225.412,215.853,0.34,2.8,0.68
Nb19Mo26Ta24W31,19,26,24,31,424.888,173.605,92.397,64.666,64.663,64.671,104.514,257.366,276.161,0.321,2.462,0.735
Nb27Mo30Ta32W11,27,30,32,11,372.338,158.394,70.853,65.107,65.108,65.106,83.608,229.709,223.687,0.338,2.747,0.662
Nb29Mo20Ta19W32,29,20,19,32,405.123,168.514,82.01,64.834,64.828,64.827,95.004,247.384,252.669,0.33,2.604,0.693
Nb19Mo34Ta26W21,19,34,26,21,418.286,171.308,89.153,64.7,64.695,64.701,101.598,253.634,268.892,0.323,2.496,0.722
Nb29Mo21Ta20W30,29,21,20,30,401.796,167.443,80.777,64.854,64.853,64.858,93.788,245.56,249.588,0.331,2.618,0.689
Nb23Mo29Ta27W21,23,29,27,21,401.335,166.594,82.29,64.855,64.854,64.852,94.893,244.841,252.109,0.328,2.58,0.701
Nb19Mo34Ta14W33,19,34,14,33,451.353,181.876,101.466,64.391,64.389,64.388,113.681,271.702,299.3,0.316,2.39,0.753
Nb35Mo32Ta12W21,35,32,12,21,401.767,167.438,76.626,64.776,64.774,64.777,90.888,245.547,242.718,0.335,2.702,0.654
Nb16Mo35Ta31W18,16,35,31,18,414.218,169.966,88.826,64.744,64.746,64.746,100.923,251.383,267.034,0.323,2.491,0.727
Nb30Mo5Ta30W35,30,5,30,35,371.749,162.431,74.29,65.203,65.203,65.209,85.241,232.203,227.844,0.336,2.724,0.71
Nb22Mo19Ta33W26,22,19,33,26,387.769,163.912,79.746,65.014,65.018,65.013,91.364,238.531,243.06,0.33,2.611,0.712
Nb16Mo20Ta29W35,16,20,29,35,422.007,173.013,93.284,64.726,64.727,64.723,104.725,256.011,276.477,0.32,2.445,0.749
Nb12Mo27Ta35W26,12,27,35,26,417.644,171.304,92.487,64.752,64.755,64.754,103.742,253.417,273.855,0.32,2.443,0.751
Nb34Mo25Ta29W12,34,25,29,12,357.197,154.643,63.785,65.245,65.24,65.237,76.827,222.161,206.659,0.345,2.892,0.63
Nb27Mo25Ta16W32,27,25,16,32,420.117,172.556,87.418,64.684,64.681,64.682,100.511,255.076,266.524,0.326,2.538,0.706
Nb29Mo13Ta32W26,29,13,32,26,367.051,159.474,71.461,65.207,65.214,65.212,83.012,228.666,222.153,0.338,2.755,0.689
Nb23Mo35Ta14W28,23,35,14,28,436.514,177.337,94.063,64.491,64.5,64.495,106.961,263.729,282.669,0.321,2.466,0.726
Nb10Mo29Ta30W31,10,29,30,31,441.134,178.193,101.492,64.556,64.56,64.559,112.581,265.84,295.963,0.314,2.361,0.772
Nb32Mo12Ta28W28,32,12,28,28,369.149,159.989,70.898,65.186,65.189,65.19,82.877,229.709,221.939,0.339,2.772,0.678
Nb30Mo16Ta33W21,30,16,33,21,360.569,157.364,68.53,65.26,65.265,65.262,80.274,225.099,215.236,0.341,2.804,0.674
Nb35Mo5Ta26W34,35,5,26,34,366.241,160.522,70.143,65.237,65.24,65.236,81.798,229.095,219.296,0.34,2.801,0.682
Nb14Mo27Ta30W29,14,27,30,29,425.617,173.687,94.532,64.68,64.676,64.68,106.06,257.664,279.79,0.319,2.429,0.75
Nb18Mo18Ta30W34,18,18,30,34,411.687,170.315,89.145,64.813,64.818,64.812,100.657,250.772,266.336,0.323,2.491,0.739
Nb24Mo6Ta35W35,24,6,35,35,377.643,164.137,78.696,65.163,65.165,65.162,88.93,235.305,236.941,0.332,2.646,0.737
Nb8Mo33Ta34W25,8,33,34,25,436.654,176.7,100.159,64.591,64.6,64.593,111.182,263.351,292.398,0.315,2.369,0.771
Nb26Mo28Ta20W26,26,28,20,26,411.06,169.564,84.301,64.752,64.752,64.752,97.378,250.063,258.571,0.328,2.568,0.698
Nb20Mo13Ta32W35,20,13,32,35,398.874,167.752,85.264,64.941,64.945,64.943,96.318,244.793,255.45,0.326,2.542,0.738
Nb26Mo18Ta35W21,26,18,35,21,367.855,158.972,71.961,65.193,65.195,65.193,83.569,228.6,223.475,0.337,2.735,0.689
Nb34Mo18Ta26W22,34,18,26,22,367.201,158.193,68.101,65.174,65.175,65.172,80.894,227.862,217.002,0.341,2.817,0.652
Nb23Mo18Ta33W26,23,18,33,26,384.805,163.245,78.428,65.045,65.048,65.044,90.085,237.098,239.876,0.331,2.632,0.708
Nb19Mo27Ta32W22,19,27,32,22,401.069,166.62,84.032,64.877,64.877,64.882,96.037,244.77,254.788,0.327,2.549,0.717
Nb35Mo27Ta24W14,35,27,24,14,368.348,157.441,66.376,65.121,65.116,65.121,79.967,227.743,214.764,0.343,2.848,0.629
Nb21Mo32Ta22W25,21,32,22,25,422.569,172.786,90.033,64.657,64.651,64.655,102.662,256.047,271.677,0.323,2.494,0.721
Nb25Mo27Ta13W35,25,27,13,35,434.351,176.976,93.156,64.549,64.543,64.545,106.045,262.767,280.414,0.322,2.478,0.724
Nb17Mo35Ta18W30,17,35,18,30,447.448,180.315,100.577,64.433,64.436,64.43,112.688,269.359,296.69,0.316,2.39,0.753
Nb16Mo27Ta22W35,16,27,22,35,442.022,178.744,99.62,64.527,64.527,64.526,111.392,266.503,293.311,0.317,2.392,0.757
Nb28Mo32Ta28W12,28,32,28,12,380.296,160.474,72.721,65.017,65.015,65.018,85.851,233.748,229.461,0.336,2.723,0.662
Nb29Mo27Ta29W15,29,27,29,15,374.4,159.2,71.059,65.09,65.083,65.092,83.953,230.933,224.637,0.338,2.751,0.66
Nb23Mo28Ta23W26,23,28,23,26,413.428,170.228,86.411,64.746,64.747,64.748,99.105,251.295,262.771,0.326,2.536,0.711
Nb28Mo35Ta7W30,28,35,7,30,437.821,178.513,92.461,64.452,64.456,64.451,105.892,264.949,280.329,0.324,2.502,0.713
Nb21Mo25Ta25W29,21,25,25,29,415.021,170.747,88.169,64.756,64.749,64.751,100.481,252.172,266.099,0.324,2.51,0.722
Nb32Mo8Ta35W25,32,8,35,25,348.601,156.327,66.068,65.398,65.408,65.405,76.806,220.419,206.439,0.344,2.87,0.687
Nb23Mo15Ta35W27,23,15,35,27,379.107,162.453,77.422,65.105,65.117,65.111,88.589,234.671,236.063,0.332,2.649,0.715
Nb35Mo7Ta33W25,35,7,33,25,346.256,156.387,63.948,65.414,65.415,65.419,74.947,219.676,201.882,0.347,2.931,0.674
Nb32Mo29Ta5W34,32,29,5,34,431.778,177.11,89.058,64.522,64.525,64.527,102.799,261.999,272.727,0.327,2.549,0.699
Nb19Mo30Ta17W34,19,30,17,34,444.726,179.698,99.165,64.477,64.474,64.472,111.385,268.04,293.499,0.318,2.406,0.748
Nb30Mo17Ta19W34,30,17,19,34,401.894,167.867,81.002,64.868,64.868,64.866,93.89,245.876,249.865,0.331,2.619,0.692
Nb35Mo32Ta26W7,35,32,26,7,361.969,155.29,63.709,65.167,65.159,65.161,77.407,224.183,208.253,0.345,2.896,0.617
Nb27Mo9Ta35W29,27,9,35,29,366.091,160.492,73.173,65.246,65.251,65.247,83.866,229.025,224.227,0.337,2.731,0.712
Nb28Mo28Ta10W34,28,28,10,34,432.18,176.556,90.992,64.547,64.549,64.545,104.282,261.764,276.171,0.324,2.51,0.712
Nb8Mo34Ta35W23,8,34,35,23,433.16,175.611,98.828,64.622,64.619,64.622,109.886,261.461,289.149,0.316,2.379,0.767
Nb26Mo20Ta24W30,26,20,24,30,400.896,167.253,82.032,64.881,64.882,64.875,94.537,245.134,251.304,0.329,2.593,0.702
Nb29Mo26Ta31W14,29,26,31,14,368.432,157.789,69.396,65.147,65.149,65.152,82.063,228.003,219.817,0.339,2.778,0.659
Nb21Mo33Ta21W25,21,33,21,25,425.518,173.587,90.954,64.623,64.624,64.624,103.645,257.564,274.16,0.323,2.485,0.722
Nb24Mo21Ta24W31,24,21,24,31,407.613,168.988,84.976,64.821,64.823,64.82,97.371,248.529,258.37,0.327,2.552,0.712
Nb33Mo25Ta7W35,33,25,7,35,424.382,174.727,86.351,64.613,64.613,64.614,100.118,257.945,265.947,0.328,2.576,0.692
Nb18Mo21Ta33W28,18,21,33,28,401.765,167.469,85.574,64.889,64.893,64.893,97.059,245.568,257.281,0.325,2.53,0.73
Nb35Mo23Ta24W18,35,23,24,18,368.632,157.992,67.129,65.132,65.129,65.133,80.462,228.206,215.999,0.342,2.836,0.637
Nb26Mo28Ta35W11,26,28,35,11,366.483,157.144,69.827,65.174,65.168,65.168,82.159,226.923,219.934,0.338,2.762,0.667
Nb33Mo24Ta29W14,33,24,29,14,360.569,155.701,65.521,65.216,65.213,65.216,78.421,223.99,210.676,0.343,2.856,0.64
Nb33Mo28Ta24W15,33,28,24,15,375.367,159.349,69.452,65.063,65.056,65.058,82.948,231.355,222.279,0.34,2.789,0.643
Nb14Mo31Ta33W22,14,31,33,22,415.859,170.615,90.633,64.75,64.748,64.75,102.31,252.363,270.391,0.321,2.467,0.739
